Approval (initials),Title,Slug,Status,Parent ID,SKU,Size,Visibility,Side,Product/Part Number,Hip Size,Upper Bar Thickness (mm),Depth (mm),Minimum Calf Size (in),Minimum Ankle Size (in),Length (in.),Length (mm),Minimum Patient Weight (kg),Maximum Patient Weight (kg),Patient Weight (kg),Build Height (inches),Build Height (mm.),Min. Distal Circumference (mm),Max Distal Circumference (mm),Min. Proximal Circumference (mm),Max Proximal Circumference (mm),Weight (oz.),Weight (g),Quantity,Width (in.),Width (mm),Height (in.),Height (mm),Weight Rating (lb.),Weight Limit (lbs.),Mount Height range (mm),Diameter (in.),Diameter (mm),Flexion,Material,Thread,Pyramid (mm),Pyramid Receiver (mm),Tube Clamp (mm),Through Hole,Plate Thickness (mm.),Socket Offset Distance (mm.),Compatible Foot,Categories,Tags,Colors,Attachments / Extras
,K2 Foot,,,2072,134-13R-27-E,27 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-27-E,27 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-27-E,27 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-28-B,28 cm,visible,Left,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-28-B,28 cm,visible,Right,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-28-B,28 cm,visible,Left,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-28-B,28 cm,visible,Right,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-28-B,28 cm,visible,Left,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-28-B,28 cm,visible,Right,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-28-B,28 cm,visible,Left,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-28-B,28 cm,visible,Right,,,,,,,,,45,59,45-59 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-28-C,28 cm,visible,Left,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-28-C,28 cm,visible,Right,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-28-C,28 cm,visible,Left,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-28-C,28 cm,visible,Right,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-28-C,28 cm,visible,Left,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-28-C,28 cm,visible,Right,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-28-C,28 cm,visible,Left,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-28-C,28 cm,visible,Right,,,,,,,,,59,90,59-90 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-28-D,28 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-28-D,28 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-28-D,28 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-28-D,28 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-28-D,28 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-28-D,28 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-28-D,28 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-28-D,28 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-28-E,28 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-28-E,28 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-28-E,28 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-28-E,28 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-28-E,28 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-28-E,28 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-28-E,28 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-28-E,28 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-29-D,29 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-29-D,29 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-29-D,29 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-29-D,29 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-29-D,29 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-29-D,29 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-29-D,29 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-29-D,29 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-29-E,29 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-29-E,29 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-29-E,29 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-29-E,29 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-29-E,29 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-29-E,29 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-29-E,29 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-29-E,29 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-29-F,29 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-29-F,29 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-29-F,29 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-29-F,29 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-29-F,29 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-29-F,29 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-29-F,29 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-29-F,29 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-30-D,30 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-30-D,30 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-30-D,30 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-30-D,30 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-30-D,30 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-30-D,30 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-30-D,30 cm,visible,Left,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-30-D,30 cm,visible,Right,,,,,,,,,45,90,45-90 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-30-E,30 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-30-E,30 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-30-E,30 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-30-E,30 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-30-E,30 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-30-E,30 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-30-E,30 cm,visible,Left,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-30-E,30 cm,visible,Right,,,,,,,,,91,125,91-125 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-03L-30-F,30 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-03R-30-F,30 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 03,
,K2 Foot,,,2072,134-09L-30-F,30 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-09R-30-F,30 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 09,
,K2 Foot,,,2072,134-13L-30-F,30 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-13R-30-F,30 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 13,
,K2 Foot,,,2072,134-99L-30-F,30 cm,visible,Left,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,K2 Foot,,,2072,134-99R-30-F,30 cm,visible,Right,,,,,,,,,126,166,126-166 kg,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",CC 99,
,MotionFoot MX,,,2075,5020020,22 cm,visible,,,,,,,,,,45,73,45-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020021,22 cm,visible,,,,,,,,,,73,100,73-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020022,23 cm,visible,,,,,,,,,,45,73,45-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020023,23 cm,visible,,,,,,,,,,73,100,73-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020024,24 cm,visible,,,,,,,,,,45,73,45-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020025,24 cm,visible,,,,,,,,,,73,100,73-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020026,25 cm,visible,,,,,,,,,,45,73,45-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020027,25 cm,visible,,,,,,,,,,73,87,73-87 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020028,25 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020029,25 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020030,26 cm,visible,,,,,,,,,,45,73,45-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020031,26 cm,visible,,,,,,,,,,73,87,73-87 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020032,26 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020033,26 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020034,27 cm,visible,,,,,,,,,,59,73,59-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020035,27 cm,visible,,,,,,,,,,73,87,73-87 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020036,27 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020037,27 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020038,28 cm,visible,,,,,,,,,,59,73,50-73 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020039,28 cm,visible,,,,,,,,,,73,87,73-87 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020040,28 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020041,28 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020042,29 cm,visible,,,,,,,,,,73,87,73-87 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020043,29 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020044,29 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020046,30 cm,visible,,,,,,,,,,73,87,73-87 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020047,30 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,MotionFoot MX,,,2075,5020048,30 cm,visible,,,,,,,,,,87,100,87-100 kg,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,"Transtibial, Transfemoral",,
,Adjustable Alignment Bracket,,,2077,180-10-4000,,visible,,,,,46,,,,,,150,,,,,,,,,,,4,100,3.3,83,,,,,,,,,,,,,,4,"AllPro PM, Formula",Lower Extremity Prosthetics > Feet,Transtibial,,
,Adjustable Alignment Bracket,,,2077,180-10-5000,,visible,,,,,25,,,,,,60,,,,,,,,,,,3.7,95,2.1,73,,,,,,,,,,,,,,4,Pediatric Formula,Lower Extremity Prosthetics > Feet,Transtibial,,
,Posterior Mount Transfer Fixture,,,2078,52090,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Extremity Prosthetics > Feet,Transtibial,,
